path, category, names

prepgothprops/pw1.png,  Wings,
prepgothprops/pa6.png, ,

prepgothprops/pb1.png,  Bodies & Legs,
prepgothprops/pb2.png, ,
prepgothprops/pb3.png, ,
prepgothprops/pb4.png, ,
prepgothprops/ps11.png, ,
prepgothprops/ps12.png, ,
prepgothprops/pb6.png, ,
prepgothprops/pb7.png, ,
prepgothprops/pb8.png, ,
prepgothprops/pb9.png, ,
prepgothprops/pb10.png, ,
prepgothprops/pb11.png, ,
prepgothprops/pb12.png, ,

prepgothprops/ps1.png,  Dresses & Skirts,
prepgothprops/ps2.png, ,
prepgothprops/ps4.png, ,
prepgothprops/ps5.png, ,
prepgothprops/ps6.png, ,
prepgothprops/ps7.png, ,
prepgothprops/ps13.png, ,
prepgothprops/ps14.png, ,
prepgothprops/ps15.png, ,
prepgothprops/ps16.png, ,
prepgothprops/ps17.png, ,
prepgothprops/ps8.png, ,
prepgothprops/ps9.png, ,
prepgothprops/ps10.png, ,
prepgothprops/pd1.png, ,
prepgothprops/pd2.png, ,
prepgothprops/pd3.png, ,
prepgothprops/pd4.png, ,
prepgothprops/pd5.png, ,
prepgothprops/pd6.png, ,
prepgothprops/pd7.png, ,

prepgothprops/pp1.png,  Trousers,
prepgothprops/pp2.png, ,
prepgothprops/pp3.png, ,
prepgothprops/pp4.png, ,
prepgothprops/pp5.png, ,
prepgothprops/pp6.png, ,
prepgothprops/pp7.png, ,
prepgothprops/pp8.png, ,
prepgothprops/pp9.png, ,
prepgothprops/pp10.png, ,
prepgothprops/pp11.png, ,
prepgothprops/pp12.png, ,
prepgothprops/pp13.png, ,
prepgothprops/pp14.png, ,
prepgothprops/pp15.png, ,
prepgothprops/pp16.png, ,
prepgothprops/pp17.png, ,
prepgothprops/pp18.png, ,
prepgothprops/pp19.png, ,

prepgothprops/pj1.png, Bodies,
prepgothprops/pj2.png, ,
prepgothprops/pj3.png, ,
prepgothprops/pj4.png, ,
prepgothprops/pj5.png, ,
prepgothprops/pj6.png, ,
prepgothprops/pj7.png, ,
prepgothprops/pj8.png, ,
prepgothprops/pj10.png, ,
prepgothprops/pj9.png, ,
prepgothprops/pj11.png, ,
prepgothprops/pb5.png, ,

prepgothprops/pt1.png, Tops,
prepgothprops/pt2.png, ,
prepgothprops/pt3.png, ,
prepgothprops/pt4.png, ,
prepgothprops/pt5.png, ,
prepgothprops/pt6.png, ,
prepgothprops/pt7.png, ,
prepgothprops/pt8.png, ,
prepgothprops/pt10.png, ,
prepgothprops/pt11.png, ,
prepgothprops/pt12.png, ,
prepgothprops/pt13.png, ,
prepgothprops/pt14.png, ,
prepgothprops/pt15.png, ,
prepgothprops/pt16.png, ,
prepgothprops/pt17.png, ,
prepgothprops/pt18.png, ,
prepgothprops/pt19.png, ,
prepgothprops/pt20.png, ,
prepgothprops/pt21.png, ,
prepgothprops/pt22.png, ,
prepgothprops/pt23.png, ,
prepgothprops/pt24.png, ,
prepgothprops/pt25.png, ,
prepgothprops/pt26.png, ,
prepgothprops/pt27.png, ,
prepgothprops/pt28.png, ,
prepgothprops/pt29.png, ,
prepgothprops/pt30.png, ,
prepgothprops/pt31.png, ,
prepgothprops/pt32.png, ,
prepgothprops/pt33.png, ,
prepgothprops/pt34.png, ,
prepgothprops/pt35.png, ,
prepgothprops/pt36.png, ,
prepgothprops/pt37.png, ,
prepgothprops/pt38.png, ,
prepgothprops/pt39.png, ,
prepgothprops/pt40.png, ,

prepgothprops/ph1.png, Heads,
prepgothprops/ph2.png, ,
prepgothprops/ph3.png, ,
prepgothprops/ph4.png, ,
prepgothprops/ph5.png, ,
prepgothprops/ph6.png, ,
prepgothprops/ph7.png, ,
prepgothprops/ph8.png, ,
prepgothprops/ph9.png, ,
prepgothprops/ph10.png, ,
prepgothprops/ph11.png, ,
prepgothprops/ph12.png, ,
prepgothprops/ph13.png, ,
prepgothprops/ph14.png, ,
prepgothprops/ph15.png, ,
prepgothprops/ph16.png, ,
prepgothprops/ph17.png, ,
prepgothprops/ph19.png, ,
prepgothprops/ph20.png, ,
prepgothprops/ph21.png, ,
prepgothprops/ph22.png, ,
prepgothprops/ph23.png, ,
prepgothprops/ph24.png, ,
prepgothprops/ph25.png, ,
prepgothprops/ph26.png, ,
prepgothprops/ph27.png, ,
prepgothprops/ph28.png, ,
prepgothprops/ph29.png, ,
prepgothprops/ph30.png, ,
prepgothprops/ph31.png, ,
prepgothprops/ph32.png, ,
prepgothprops/ph33.png, ,
prepgothprops/ph34.png, ,
prepgothprops/ph35.png, ,
prepgothprops/ph36.png, ,
prepgothprops/ph37.png, ,
prepgothprops/ph38.png, ,
prepgothprops/ph39.png, ,
prepgothprops/ph40.png, ,
prepgothprops/ph41.png, ,

prepgothprops/pa1.png, Accessories,
prepgothprops/pa2.png, ,
prepgothprops/pa3.png, ,
prepgothprops/pa4.png, ,
prepgothprops/pa5.png, ,
